Commodities,Countries,Country Subcode,Rate Provision,District,Time,Customs Value (Gen) ($US) (Default Member),Customs Value (Cons) ($US),Quantity 1 (Gen),Quantity 1 (Cons),Quantity 2 (Gen),Quantity 2 (Cons),Card Count
"850511 Permanent Magnets Made Of Metal","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2018","10508251","10508251","","","","","168"
"850511 Permanent Magnets Made Of Metal","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2018","85729","85729","","","","","8"
"850511 Permanent Magnets Made Of Metal","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2018","5507","5507","","","","","2"
"850511 Permanent Magnets Made Of Metal","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2018","15353302","15337904","","","","","330"
"850511 Permanent Magnets Made Of Metal","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2018","1151052","1151052","","","","","85"
"850511 Permanent Magnets Made Of Metal","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2018","428931","428931","","","","","28"
"850511 Permanent Magnets Made Of Metal","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2018","2512210","2486424","","","","","310"
"850511 Permanent Magnets Made Of Metal","Japan","All Country Subcodes","All Rate Provisions","All Districts","2018","49943487","36051715","","","","","1873"
"850511 Permanent Magnets Made Of Metal","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2019","461270","461270","","","","","16"
"850511 Permanent Magnets Made Of Metal","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2019","355101","355101","","","","","12"
"850511 Permanent Magnets Made Of Metal","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2019","7179337","7179337","","","","","89"
"850511 Permanent Magnets Made Of Metal","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2019","93172","93172","","","","","11"
"850511 Permanent Magnets Made Of Metal","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2019","9919","9919","","","","","4"
"850511 Permanent Magnets Made Of Metal","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2019","17730948","17730948","","","","","200"
"850511 Permanent Magnets Made Of Metal","Macau","All Country Subcodes","All Rate Provisions","All Districts","2019","7402","7402","","","","","1"
"850511 Permanent Magnets Made Of Metal","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2019","2413347","2413347","","","","","105"
"850511 Permanent Magnets Made Of Metal","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2019","215830","215830","","","","","35"
"850511 Permanent Magnets Made Of Metal","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2019","3390862","3376989","","","","","374"
"850511 Permanent Magnets Made Of Metal","Japan","All Country Subcodes","All Rate Provisions","All Districts","2019","39061553","27592361","","","","","1483"
"850511 Permanent Magnets Made Of Metal","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2020","202132","202132","","","","","7"
"850511 Permanent Magnets Made Of Metal","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2020","98211","98211","","","","","14"
"850511 Permanent Magnets Made Of Metal","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2020","2352495","2352495","","","","","51"
"850511 Permanent Magnets Made Of Metal","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2020","123162","123162","","","","","14"
"850511 Permanent Magnets Made Of Metal","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2020","23641","23641","","","","","7"
"850511 Permanent Magnets Made Of Metal","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2020","12139895","12139895","","","","","230"
"850511 Permanent Magnets Made Of Metal","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2020","4317204","4317204","","","","","145"
"850511 Permanent Magnets Made Of Metal","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2020","219984","219984","","","","","20"
"850511 Permanent Magnets Made Of Metal","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2020","3817066","3817038","","","","","367"
"850511 Permanent Magnets Made Of Metal","Japan","All Country Subcodes","All Rate Provisions","All Districts","2020","25964294","18549623","","","","","1153"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2011","785568","785568","","","","","90"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2011","107882","107882","","","","","3"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2011","2977508","3046271","","","","","306"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2011","1230198","1230198","","","","","25"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2011","10792726","10680124","","","","","761"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2011","269667","269667","","","","","7"
"850650 Primary Cells And Batteries, Lithium","Macau","All Country Subcodes","All Rate Provisions","All Districts","2011","17678","17678","","","","","3"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2011","22823629","22820200","","","","","403"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2011","2387147","2387147","","","","","149"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2011","7078345","7038658","","","","","273"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2011","68340377","66753216","","","","","2590"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2012","634437","634437","","","","","98"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2012","173260","173260","","","","","4"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2012","2073173","2108379","","","","","308"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2012","21909208","21909208","","","","","69"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2012","12666647","12579585","","","","","1146"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2012","30021","30021","","","","","3"
"850650 Primary Cells And Batteries, Lithium","Macau","All Country Subcodes","All Rate Provisions","All Districts","2012","49679","49679","","","","","4"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2012","11668189","11668189","","","","","293"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2012","2034332","2034332","","","","","148"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2012","5451072","5407410","","","","","213"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2012","55671197","57476954","","","","","1955"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2013","745631","745631","","","","","52"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2013","2325","2325","","","","","1"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2013","1608903","1724681","","","","","206"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2013","26712506","26712506","","","","","76"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2013","21195583","21069550","","","","","1620"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2013","4233","4233","","","","","1"
"850650 Primary Cells And Batteries, Lithium","Macau","All Country Subcodes","All Rate Provisions","All Districts","2013","477847","477847","","","","","8"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2013","11901477","11901477","","","","","312"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2013","1672543","1672543","","","","","103"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2013","11271226","11196476","","","","","420"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2013","41167577","41329947","","","","","1434"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2014","1520278","1520278","","","","","116"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2014","5378","5378","","","","","1"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2014","1640967","1775966","","","","","209"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2014","50584956","50576288","","","","","123"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2014","26972039","26824619","","","","","1630"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2014","68221","68221","","","","","2"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2014","14831029","14831029","","","","","322"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2014","2235446","2235446","","","","","99"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2014","6073921","6050972","","","","","225"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2014","39427900","39162778","","","","","1226"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2015","1291614","1291614","","","","","110"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2015","1260909","1367240","","","","","166"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2015","51565522","51556842","","","","","123"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2015","28170604","27941647","","","","","1752"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2015","101802","101802","","","","","8"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2015","12679844","12679844","","","","","330"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2015","3107563","3107563","","","","","134"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2015","3831011","3831011","","","","","211"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2015","44575513","44086189","","","","","1293"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2016","591880","591880","","","","","76"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2016","20842","20842","","","","","2"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2016","6155761","6275160","","","","","318"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2016","35616866","35616866","","","","","152"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2016","25134164","24602970","","","","","1585"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2016","31163","31163","","","","","2"
"850650 Primary Cells And Batteries, Lithium","Macau","All Country Subcodes","All Rate Provisions","All Districts","2016","24687","24687","","","","","1"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2016","14744998","14744998","","","","","349"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2016","2760481","2760481","","","","","118"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2016","2683400","2683400","","","","","172"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2016","41423384","40927333","","","","","1132"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2017","680462","680462","","","","","84"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2017","82630","82630","","","","","4"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2017","4671000","4680158","","","","","202"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2017","56791276","56781023","","","","","259"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2017","30782476","31195345","","","","","917"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2017","31208","31208","","","","","5"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2017","16502914","16502397","","","","","373"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2017","2161400","2161400","","","","","109"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2017","4351961","4351961","","","","","154"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2017","42152227","41446865","","","","","1222"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2018","2093586","2093586","","","","","75"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2018","95040","95040","","","","","1"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2018","6248829","6411966","","","","","210"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2018","82907769","83691851","","","","","353"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2018","25326884","27570448","","","","","985"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2018","110815","110815","","","","","18"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2018","17001954","17001954","","","","","317"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2018","1498480","1498480","","","","","104"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2018","5833414","5833414","","","","","140"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2018","50749029","50479370","","","","","1222"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2019","697403","699517","","","","","65"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2019","145745","145745","","","","","6"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2019","1185155","1207911","","","","","165"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2019","69249866","71853583","","","","","466"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2019","25078529","24649788","","","","","1012"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2019","309318","309318","","","","","8"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2019","15767262","15714672","","","","","338"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2019","447375","447375","","","","","35"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2019","5660839","5660839","","","","","138"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2019","49135760","49412159","","","","","1273"
"850650 Primary Cells And Batteries, Lithium","Thailand","All Country Subcodes","All Rate Provisions","All Districts","2020","564022","552637","","","","","82"
"850650 Primary Cells And Batteries, Lithium","Vietnam","All Country Subcodes","All Rate Provisions","All Districts","2020","25525","25525","","","","","6"
"850650 Primary Cells And Batteries, Lithium","Malaysia","All Country Subcodes","All Rate Provisions","All Districts","2020","2682388","897697","","","","","141"
"850650 Primary Cells And Batteries, Lithium","Singapore","All Country Subcodes","All Rate Provisions","All Districts","2020","66725211","71295823","","","","","446"
"850650 Primary Cells And Batteries, Lithium","Indonesia","All Country Subcodes","All Rate Provisions","All Districts","2020","21731983","21365003","","","","","1095"
"850650 Primary Cells And Batteries, Lithium","Philippines","All Country Subcodes","All Rate Provisions","All Districts","2020","110736","108700","","","","","14"
"850650 Primary Cells And Batteries, Lithium","Korea, South","All Country Subcodes","All Rate Provisions","All Districts","2020","20182893","20220982","","","","","342"
"850650 Primary Cells And Batteries, Lithium","Hong Kong","All Country Subcodes","All Rate Provisions","All Districts","2020","382361","382361","","","","","39"
"850650 Primary Cells And Batteries, Lithium","Taiwan","All Country Subcodes","All Rate Provisions","All Districts","2020","9581243","9581243","","","","","146"
"850650 Primary Cells And Batteries, Lithium","Japan","All Country Subcodes","All Rate Provisions","All Districts","2020","34648096","34714542","","","","","1107"
"282520 Lithium Oxide And Hydroxide","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2015","4590","4590","","","","","1"
"282540 Nickel Oxides And Hydroxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2011","30150","30150","","","","","1"
"282540 Nickel Oxides And Hydroxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2015","6000","6000","","","","","1"
"282550 Copper Oxides And Hydroxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2015","6750","6750","","","","","1"
"282550 Copper Oxides And Hydroxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2016","2700","2700","","","","","1"
"282550 Copper Oxides And Hydroxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2018","15140","15140","","","","","3"
"282550 Copper Oxides And Hydroxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2019","25620","25620","","","","","6"
"282550 Copper Oxides And Hydroxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2020","44640","44640","","","","","3"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2012","161223","161223","","","","","1"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2014","68015","68015","","","","","3"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2015","93831","93831","","","","","3"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2016","39000","39000","","","","","1"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2017","47450","47450","","","","","2"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2018","133375","133375","","","","","3"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2019","47250","47250","","","","","1"
"282580 Antimony Oxides","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2020","29939","29939","","","","","1"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2011","680664","680664","","","","","85"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2012","764161","764161","","","","","74"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2013","560275","560275","","","","","66"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2014","811523","811523","","","","","110"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2015","719014","719014","","","","","111"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2016","534668","534668","","","","","98"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2017","1010761","1010761","","","","","127"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2018","1303430","1303430","","","","","152"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2019","1064004","1064004","","","","","143"
"850511 Permanent Magnets Made Of Metal","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2020","1151434","1143699","","","","","119"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2011","40367","40367","","","","","3"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2012","102388","102388","","","","","3"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2014","119612","119612","","","","","16"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2015","66628","66628","","","","","6"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2016","517196","517196","","","","","16"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2017","385855","380107","","","","","10"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2018","111508","111508","","","","","9"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2019","30183","30183","","","","","5"
"850650 Primary Cells And Batteries, Lithium","Asia - South","All Country Subcodes","All Rate Provisions","All Districts","2020","20827","20827","","","","","6"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","27376876","27376876","","","","","90"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","6325127","6325127","","","","","50"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","3027698","3027698","","","","","13"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","16250054","16250054","","","","","62"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2014","1028476","1028476","","","","","20"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","224656","224656","","","","","4"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","3656698","3656698","","","","","33"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","6171079","6171079","","","","","19"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","8035919","8035919","","","","","65"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","12835095","12835095","","","","","116"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","4763042","4763042","","","","","25"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","13441374","13441374","","","","","59"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","243214499","235988782","","","","","13533"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","260639","260639","","","","","5"
"282580 Antimony Oxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","80135717","80135717","","","","","466"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","192423938","194151463","","","","","7708"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2013","453992","453992","","","","","7"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","1960508","1960508","","","","","28"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","6370285","6370285","","","","","48"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","12569096","12569096","","","","","114"
"711049 Iridium, Osmium And Ruthenium, Semimanufactured","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","3533479","3533479","","","","","41"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","1662636","1662636","","","","","21"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2015","4580791","4580791","","","","","42"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2020","280611259","268666300","","","","","15122"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","334359836","332533189","","","","","11981"
"850511 Permanent Magnets Made Of Metal","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","336094056","317955818","","","","","17264"
"282520 Lithium Oxide And Hydroxide","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","11398851","11398851","","","","","46"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2018","302811535","305714354","","","","","7330"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2011","14890470","14890470","","","","","103"
"850650 Primary Cells And Batteries, Lithium","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2016","228911136","227561585","","","","","8551"
"282540 Nickel Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2017","10636086","10636086","","","","","84"
"711041 Iridium, Osmium And Ruthenium, Unwrought Or Powder","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2019","3535240","3535240","","","","","17"
"282550 Copper Oxides And Hydroxides","APEC - Asia Pacific Economic Co-operation","All Country Subcodes","All Rate Provisions","All Districts","2012","15264290","15264290","","","","","117"
